[rosmaster.main][INFO] 2017-01-25 12:37:20,575: initialization complete, waiting for shutdown
[rosmaster.main][INFO] 2017-01-25 12:37:20,576: Starting ROS Master Node
[rosmaster.master][INFO] 2017-01-25 12:37:20,789: +PARAM [/rosdistro] by /roslaunch
[rosmaster.master][INFO] 2017-01-25 12:37:20,790: +PARAM [/camera/driver/camera_type] by /roslaunch
[rosmaster.master][INFO] 2017-01-25 12:37:20,790: +PARAM [/rosversion] by /roslaunch
[rosmaster.master][INFO] 2017-01-25 12:37:20,791: +PARAM [/camera/driver/depth_fps] by /roslaunch
[rosmaster.master][INFO] 2017-01-25 12:37:20,791: +PARAM [/camera/driver/color_frame_id] by /roslaunch
[rosmaster.master][INFO] 2017-01-25 12:37:20,791: +PARAM [/camera/driver/enable_color] by /roslaunch
[rosmaster.master][INFO] 2017-01-25 12:37:20,792: +PARAM [/camera/driver/base_frame_id] by /roslaunch
[rosmaster.master][INFO] 2017-01-25 12:37:20,792: +PARAM [/camera/driver/imu_frame_id] by /roslaunch
[rosmaster.master][INFO] 2017-01-25 12:37:20,792: +PARAM [/camera/driver/enable_pointcloud] by /roslaunch
[rosmaster.master][INFO] 2017-01-25 12:37:20,793: +PARAM [/camera/driver/enable_ir] by /roslaunch
[rosmaster.master][INFO] 2017-01-25 12:37:20,793: +PARAM [/camera/driver/enable_tf] by /roslaunch
[rosmaster.master][INFO] 2017-01-25 12:37:20,793: +PARAM [/camera/driver/depth_frame_id] by /roslaunch
[rosmaster.master][INFO] 2017-01-25 12:37:20,794: +PARAM [/camera/driver/usb_port_id] by /roslaunch
[rosmaster.master][INFO] 2017-01-25 12:37:20,794: +PARAM [/camera/driver/depth_width] by /roslaunch
[rosmaster.master][INFO] 2017-01-25 12:37:20,795: +PARAM [/camera/driver/serial_no] by /roslaunch
[rosmaster.master][INFO] 2017-01-25 12:37:20,795: +PARAM [/camera/driver/ir_frame_id] by /roslaunch
[rosmaster.master][INFO] 2017-01-25 12:37:20,809: +SERVICE [/rosout/get_loggers] /rosout http://LYC-UP:36037/
[rosmaster.master][INFO] 2017-01-25 12:37:20,812: +SERVICE [/rosout/set_logger_level] /rosout http://LYC-UP:36037/
[rosmaster.master][INFO] 2017-01-25 12:37:20,817: +PUB [/rosout_agg] /rosout http://LYC-UP:36037/
[rosmaster.master][INFO] 2017-01-25 12:37:20,837: +SUB [/rosout] /rosout http://LYC-UP:36037/
[rosmaster.master][INFO] 2017-01-25 12:37:20,887: +PUB [/rosout] /camera/driver http://LYC-UP:43660/
[rosmaster.master][INFO] 2017-01-25 12:37:20,890: +SERVICE [/camera/driver/get_loggers] /camera/driver http://LYC-UP:43660/
[rosmaster.master][INFO] 2017-01-25 12:37:20,894: +SERVICE [/camera/driver/set_logger_level] /camera/driver http://LYC-UP:43660/
[rosmaster.master][INFO] 2017-01-25 12:37:20,906: +PARAM [/camera/driver] by /camera/driver
[rosmaster.master][INFO] 2017-01-25 12:37:20,946: +PUB [/rosout] /camera/nodelet_manager http://LYC-UP:39231/
[rosmaster.master][INFO] 2017-01-25 12:37:20,948: +SERVICE [/camera/nodelet_manager/get_loggers] /camera/nodelet_manager http://LYC-UP:39231/
[rosmaster.master][INFO] 2017-01-25 12:37:20,951: +SERVICE [/camera/nodelet_manager/set_logger_level] /camera/nodelet_manager http://LYC-UP:39231/
[rosmaster.master][INFO] 2017-01-25 12:37:20,964: +SERVICE [/camera/nodelet_manager/load_nodelet] /camera/nodelet_manager http://LYC-UP:39231/
[rosmaster.master][INFO] 2017-01-25 12:37:20,967: +SERVICE [/camera/nodelet_manager/unload_nodelet] /camera/nodelet_manager http://LYC-UP:39231/
[rosmaster.master][INFO] 2017-01-25 12:37:20,970: +SERVICE [/camera/nodelet_manager/list] /camera/nodelet_manager http://LYC-UP:39231/
[rosmaster.master][INFO] 2017-01-25 12:37:20,980: publisherUpdate[/rosout] -> http://LYC-UP:36037/
[rosmaster.master][INFO] 2017-01-25 12:37:20,990: publisherUpdate[/rosout] -> http://LYC-UP:36037/
[rosmaster.master][INFO] 2017-01-25 12:37:21,203: +PUB [/tf_static] /camera/nodelet_manager http://LYC-UP:39231/
[rosmaster.master][INFO] 2017-01-25 12:37:21,563: +PUB [/camera/color/image_raw/compressedDepth] /camera/nodelet_manager http://LYC-UP:39231/
[rosmaster.master][INFO] 2017-01-25 12:37:21,567: +SERVICE [/camera/color/image_raw/compressedDepth/set_parameters] /camera/nodelet_manager http://LYC-UP:39231/
[rosmaster.master][INFO] 2017-01-25 12:37:21,569: +PUB [/camera/color/image_raw/compressedDepth/parameter_descriptions] /camera/nodelet_manager http://LYC-UP:39231/
[rosmaster.master][INFO] 2017-01-25 12:37:21,573: +PUB [/camera/color/image_raw/compressedDepth/parameter_updates] /camera/nodelet_manager http://LYC-UP:39231/
[rosmaster.master][INFO] 2017-01-25 12:37:21,583: +PARAM [/camera/color/image_raw/compressedDepth/depth_max] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:21,585: +PARAM [/camera/color/image_raw/compressedDepth/depth_quantization] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:21,588: +PARAM [/camera/color/image_raw/compressedDepth/png_level] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:21,591: +PARAM [/camera/color/image_raw/compressedDepth/depth_max] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:21,594: +PARAM [/camera/color/image_raw/compressedDepth/depth_quantization] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:21,597: +PARAM [/camera/color/image_raw/compressedDepth/png_level] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:21,702: +PUB [/camera/color/image_raw/compressed] /camera/nodelet_manager http://LYC-UP:39231/
[rosmaster.master][INFO] 2017-01-25 12:37:21,705: +SERVICE [/camera/color/image_raw/compressed/set_parameters] /camera/nodelet_manager http://LYC-UP:39231/
[rosmaster.master][INFO] 2017-01-25 12:37:21,708: +PUB [/camera/color/image_raw/compressed/parameter_descriptions] /camera/nodelet_manager http://LYC-UP:39231/
[rosmaster.master][INFO] 2017-01-25 12:37:21,711: +PUB [/camera/color/image_raw/compressed/parameter_updates] /camera/nodelet_manager http://LYC-UP:39231/
[rosmaster.master][INFO] 2017-01-25 12:37:21,721: +PARAM [/camera/color/image_raw/compressed/format] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:21,723: +PARAM [/camera/color/image_raw/compressed/jpeg_quality] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:21,726: +PARAM [/camera/color/image_raw/compressed/png_level] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:21,729: +PARAM [/camera/color/image_raw/compressed/format] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:21,732: +PARAM [/camera/color/image_raw/compressed/jpeg_quality] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:21,735: +PARAM [/camera/color/image_raw/compressed/png_level] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:21,835: +PUB [/camera/color/image_raw] /camera/nodelet_manager http://LYC-UP:39231/
[rosmaster.master][INFO] 2017-01-25 12:37:21,950: +PUB [/camera/color/image_raw/theora] /camera/nodelet_manager http://LYC-UP:39231/
[rosmaster.master][INFO] 2017-01-25 12:37:21,953: +SERVICE [/camera/color/image_raw/theora/set_parameters] /camera/nodelet_manager http://LYC-UP:39231/
[rosmaster.master][INFO] 2017-01-25 12:37:21,956: +PUB [/camera/color/image_raw/theora/parameter_descriptions] /camera/nodelet_manager http://LYC-UP:39231/
[rosmaster.master][INFO] 2017-01-25 12:37:21,959: +PUB [/camera/color/image_raw/theora/parameter_updates] /camera/nodelet_manager http://LYC-UP:39231/
[rosmaster.master][INFO] 2017-01-25 12:37:21,971: +PARAM [/camera/color/image_raw/theora/optimize_for] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:21,974: +PARAM [/camera/color/image_raw/theora/target_bitrate] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:21,977: +PARAM [/camera/color/image_raw/theora/quality] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:21,980: +PARAM [/camera/color/image_raw/theora/keyframe_frequency] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:21,983: +PARAM [/camera/color/image_raw/theora/optimize_for] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:21,986: +PARAM [/camera/color/image_raw/theora/target_bitrate] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:21,989: +PARAM [/camera/color/image_raw/theora/quality] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:21,991: +PARAM [/camera/color/image_raw/theora/keyframe_frequency] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:21,994: +PUB [/camera/color/camera_info] /camera/nodelet_manager http://LYC-UP:39231/
[rosmaster.master][INFO] 2017-01-25 12:37:22,089: +PUB [/camera/depth/image_raw/compressedDepth] /camera/nodelet_manager http://LYC-UP:39231/
[rosmaster.master][INFO] 2017-01-25 12:37:22,092: +SERVICE [/camera/depth/image_raw/compressedDepth/set_parameters] /camera/nodelet_manager http://LYC-UP:39231/
[rosmaster.master][INFO] 2017-01-25 12:37:22,095: +PUB [/camera/depth/image_raw/compressedDepth/parameter_descriptions] /camera/nodelet_manager http://LYC-UP:39231/
[rosmaster.master][INFO] 2017-01-25 12:37:22,099: +PUB [/camera/depth/image_raw/compressedDepth/parameter_updates] /camera/nodelet_manager http://LYC-UP:39231/
[rosmaster.master][INFO] 2017-01-25 12:37:22,109: +PARAM [/camera/depth/image_raw/compressedDepth/depth_max] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:22,112: +PARAM [/camera/depth/image_raw/compressedDepth/depth_quantization] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:22,114: +PARAM [/camera/depth/image_raw/compressedDepth/png_level] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:22,117: +PARAM [/camera/depth/image_raw/compressedDepth/depth_max] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:22,120: +PARAM [/camera/depth/image_raw/compressedDepth/depth_quantization] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:22,123: +PARAM [/camera/depth/image_raw/compressedDepth/png_level] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:22,215: +PUB [/camera/depth/image_raw/compressed] /camera/nodelet_manager http://LYC-UP:39231/
[rosmaster.master][INFO] 2017-01-25 12:37:22,219: +SERVICE [/camera/depth/image_raw/compressed/set_parameters] /camera/nodelet_manager http://LYC-UP:39231/
[rosmaster.master][INFO] 2017-01-25 12:37:22,222: +PUB [/camera/depth/image_raw/compressed/parameter_descriptions] /camera/nodelet_manager http://LYC-UP:39231/
[rosmaster.master][INFO] 2017-01-25 12:37:22,226: +PUB [/camera/depth/image_raw/compressed/parameter_updates] /camera/nodelet_manager http://LYC-UP:39231/
[rosmaster.master][INFO] 2017-01-25 12:37:22,238: +PARAM [/camera/depth/image_raw/compressed/format] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:22,242: +PARAM [/camera/depth/image_raw/compressed/jpeg_quality] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:22,245: +PARAM [/camera/depth/image_raw/compressed/png_level] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:22,248: +PARAM [/camera/depth/image_raw/compressed/format] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:22,251: +PARAM [/camera/depth/image_raw/compressed/jpeg_quality] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:22,254: +PARAM [/camera/depth/image_raw/compressed/png_level] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:22,345: +PUB [/camera/depth/image_raw] /camera/nodelet_manager http://LYC-UP:39231/
[rosmaster.master][INFO] 2017-01-25 12:37:22,437: +PUB [/camera/depth/image_raw/theora] /camera/nodelet_manager http://LYC-UP:39231/
[rosmaster.master][INFO] 2017-01-25 12:37:22,441: +SERVICE [/camera/depth/image_raw/theora/set_parameters] /camera/nodelet_manager http://LYC-UP:39231/
[rosmaster.master][INFO] 2017-01-25 12:37:22,444: +PUB [/camera/depth/image_raw/theora/parameter_descriptions] /camera/nodelet_manager http://LYC-UP:39231/
[rosmaster.master][INFO] 2017-01-25 12:37:22,448: +PUB [/camera/depth/image_raw/theora/parameter_updates] /camera/nodelet_manager http://LYC-UP:39231/
[rosmaster.master][INFO] 2017-01-25 12:37:22,460: +PARAM [/camera/depth/image_raw/theora/optimize_for] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:22,462: +PARAM [/camera/depth/image_raw/theora/target_bitrate] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:22,465: +PARAM [/camera/depth/image_raw/theora/quality] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:22,468: +PARAM [/camera/depth/image_raw/theora/keyframe_frequency] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:22,471: +PARAM [/camera/depth/image_raw/theora/optimize_for] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:22,473: +PARAM [/camera/depth/image_raw/theora/target_bitrate] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:22,476: +PARAM [/camera/depth/image_raw/theora/quality] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:22,479: +PARAM [/camera/depth/image_raw/theora/keyframe_frequency] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:22,482: +PUB [/camera/depth/camera_info] /camera/nodelet_manager http://LYC-UP:39231/
[rosmaster.master][INFO] 2017-01-25 12:37:22,485: +PUB [/camera/depth/points] /camera/nodelet_manager http://LYC-UP:39231/
[rosmaster.master][INFO] 2017-01-25 12:37:22,578: +PUB [/camera/ir/image_raw/compressedDepth] /camera/nodelet_manager http://LYC-UP:39231/
[rosmaster.master][INFO] 2017-01-25 12:37:22,581: +SERVICE [/camera/ir/image_raw/compressedDepth/set_parameters] /camera/nodelet_manager http://LYC-UP:39231/
[rosmaster.master][INFO] 2017-01-25 12:37:22,584: +PUB [/camera/ir/image_raw/compressedDepth/parameter_descriptions] /camera/nodelet_manager http://LYC-UP:39231/
[rosmaster.master][INFO] 2017-01-25 12:37:22,587: +PUB [/camera/ir/image_raw/compressedDepth/parameter_updates] /camera/nodelet_manager http://LYC-UP:39231/
[rosmaster.master][INFO] 2017-01-25 12:37:22,597: +PARAM [/camera/ir/image_raw/compressedDepth/depth_max] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:22,600: +PARAM [/camera/ir/image_raw/compressedDepth/depth_quantization] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:22,603: +PARAM [/camera/ir/image_raw/compressedDepth/png_level] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:22,605: +PARAM [/camera/ir/image_raw/compressedDepth/depth_max] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:22,608: +PARAM [/camera/ir/image_raw/compressedDepth/depth_quantization] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:22,611: +PARAM [/camera/ir/image_raw/compressedDepth/png_level] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:22,701: +PUB [/camera/ir/image_raw/compressed] /camera/nodelet_manager http://LYC-UP:39231/
[rosmaster.master][INFO] 2017-01-25 12:37:22,704: +SERVICE [/camera/ir/image_raw/compressed/set_parameters] /camera/nodelet_manager http://LYC-UP:39231/
[rosmaster.master][INFO] 2017-01-25 12:37:22,707: +PUB [/camera/ir/image_raw/compressed/parameter_descriptions] /camera/nodelet_manager http://LYC-UP:39231/
[rosmaster.master][INFO] 2017-01-25 12:37:22,710: +PUB [/camera/ir/image_raw/compressed/parameter_updates] /camera/nodelet_manager http://LYC-UP:39231/
[rosmaster.master][INFO] 2017-01-25 12:37:22,719: +PARAM [/camera/ir/image_raw/compressed/format] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:22,722: +PARAM [/camera/ir/image_raw/compressed/jpeg_quality] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:22,725: +PARAM [/camera/ir/image_raw/compressed/png_level] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:22,728: +PARAM [/camera/ir/image_raw/compressed/format] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:22,730: +PARAM [/camera/ir/image_raw/compressed/jpeg_quality] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:22,734: +PARAM [/camera/ir/image_raw/compressed/png_level] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:22,825: +PUB [/camera/ir/image_raw] /camera/nodelet_manager http://LYC-UP:39231/
[rosmaster.master][INFO] 2017-01-25 12:37:22,917: +PUB [/camera/ir/image_raw/theora] /camera/nodelet_manager http://LYC-UP:39231/
[rosmaster.master][INFO] 2017-01-25 12:37:22,920: +SERVICE [/camera/ir/image_raw/theora/set_parameters] /camera/nodelet_manager http://LYC-UP:39231/
[rosmaster.master][INFO] 2017-01-25 12:37:22,922: +PUB [/camera/ir/image_raw/theora/parameter_descriptions] /camera/nodelet_manager http://LYC-UP:39231/
[rosmaster.master][INFO] 2017-01-25 12:37:22,925: +PUB [/camera/ir/image_raw/theora/parameter_updates] /camera/nodelet_manager http://LYC-UP:39231/
[rosmaster.master][INFO] 2017-01-25 12:37:22,936: +PARAM [/camera/ir/image_raw/theora/optimize_for] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:22,938: +PARAM [/camera/ir/image_raw/theora/target_bitrate] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:22,941: +PARAM [/camera/ir/image_raw/theora/quality] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:22,943: +PARAM [/camera/ir/image_raw/theora/keyframe_frequency] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:22,946: +PARAM [/camera/ir/image_raw/theora/optimize_for] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:22,948: +PARAM [/camera/ir/image_raw/theora/target_bitrate] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:22,951: +PARAM [/camera/ir/image_raw/theora/quality] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:22,953: +PARAM [/camera/ir/image_raw/theora/keyframe_frequency] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:22,956: +PUB [/camera/ir/camera_info] /camera/nodelet_manager http://LYC-UP:39231/
[rosmaster.master][INFO] 2017-01-25 12:37:23,051: +PUB [/camera/ir2/image_raw/compressedDepth] /camera/nodelet_manager http://LYC-UP:39231/
[rosmaster.master][INFO] 2017-01-25 12:37:23,054: +SERVICE [/camera/ir2/image_raw/compressedDepth/set_parameters] /camera/nodelet_manager http://LYC-UP:39231/
[rosmaster.master][INFO] 2017-01-25 12:37:23,058: +PUB [/camera/ir2/image_raw/compressedDepth/parameter_descriptions] /camera/nodelet_manager http://LYC-UP:39231/
[rosmaster.master][INFO] 2017-01-25 12:37:23,061: +PUB [/camera/ir2/image_raw/compressedDepth/parameter_updates] /camera/nodelet_manager http://LYC-UP:39231/
[rosmaster.master][INFO] 2017-01-25 12:37:23,070: +PARAM [/camera/ir2/image_raw/compressedDepth/depth_max] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:23,073: +PARAM [/camera/ir2/image_raw/compressedDepth/depth_quantization] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:23,076: +PARAM [/camera/ir2/image_raw/compressedDepth/png_level] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:23,079: +PARAM [/camera/ir2/image_raw/compressedDepth/depth_max] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:23,082: +PARAM [/camera/ir2/image_raw/compressedDepth/depth_quantization] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:23,084: +PARAM [/camera/ir2/image_raw/compressedDepth/png_level] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:23,175: +PUB [/camera/ir2/image_raw/compressed] /camera/nodelet_manager http://LYC-UP:39231/
[rosmaster.master][INFO] 2017-01-25 12:37:23,178: +SERVICE [/camera/ir2/image_raw/compressed/set_parameters] /camera/nodelet_manager http://LYC-UP:39231/
[rosmaster.master][INFO] 2017-01-25 12:37:23,181: +PUB [/camera/ir2/image_raw/compressed/parameter_descriptions] /camera/nodelet_manager http://LYC-UP:39231/
[rosmaster.master][INFO] 2017-01-25 12:37:23,185: +PUB [/camera/ir2/image_raw/compressed/parameter_updates] /camera/nodelet_manager http://LYC-UP:39231/
[rosmaster.master][INFO] 2017-01-25 12:37:23,194: +PARAM [/camera/ir2/image_raw/compressed/format] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:23,197: +PARAM [/camera/ir2/image_raw/compressed/jpeg_quality] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:23,200: +PARAM [/camera/ir2/image_raw/compressed/png_level] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:23,203: +PARAM [/camera/ir2/image_raw/compressed/format] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:23,205: +PARAM [/camera/ir2/image_raw/compressed/jpeg_quality] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:23,208: +PARAM [/camera/ir2/image_raw/compressed/png_level] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:23,298: +PUB [/camera/ir2/image_raw] /camera/nodelet_manager http://LYC-UP:39231/
[rosmaster.master][INFO] 2017-01-25 12:37:23,391: +PUB [/camera/ir2/image_raw/theora] /camera/nodelet_manager http://LYC-UP:39231/
[rosmaster.master][INFO] 2017-01-25 12:37:23,394: +SERVICE [/camera/ir2/image_raw/theora/set_parameters] /camera/nodelet_manager http://LYC-UP:39231/
[rosmaster.master][INFO] 2017-01-25 12:37:23,397: +PUB [/camera/ir2/image_raw/theora/parameter_descriptions] /camera/nodelet_manager http://LYC-UP:39231/
[rosmaster.master][INFO] 2017-01-25 12:37:23,401: +PUB [/camera/ir2/image_raw/theora/parameter_updates] /camera/nodelet_manager http://LYC-UP:39231/
[rosmaster.master][INFO] 2017-01-25 12:37:23,412: +PARAM [/camera/ir2/image_raw/theora/optimize_for] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:23,415: +PARAM [/camera/ir2/image_raw/theora/target_bitrate] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:23,418: +PARAM [/camera/ir2/image_raw/theora/quality] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:23,421: +PARAM [/camera/ir2/image_raw/theora/keyframe_frequency] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:23,424: +PARAM [/camera/ir2/image_raw/theora/optimize_for] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:23,426: +PARAM [/camera/ir2/image_raw/theora/target_bitrate] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:23,429: +PARAM [/camera/ir2/image_raw/theora/quality] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:23,432: +PARAM [/camera/ir2/image_raw/theora/keyframe_frequency] by /camera/nodelet_manager
[rosmaster.master][INFO] 2017-01-25 12:37:23,435: +PUB [/camera/ir2/camera_info] /camera/nodelet_manager http://LYC-UP:39231/
[rosmaster.master][INFO] 2017-01-25 12:37:23,438: +SERVICE [/camera/driver/get_settings] /camera/nodelet_manager http://LYC-UP:39231/
[rosmaster.master][INFO] 2017-01-25 12:37:23,441: +SERVICE [/camera/driver/set_power] /camera/nodelet_manager http://LYC-UP:39231/
[rosmaster.master][INFO] 2017-01-25 12:37:23,443: +SERVICE [/camera/driver/force_power] /camera/nodelet_manager http://LYC-UP:39231/
[rosmaster.master][INFO] 2017-01-25 12:37:23,446: +SERVICE [/camera/driver/is_powered] /camera/nodelet_manager http://LYC-UP:39231/
[rosmaster.master][INFO] 2017-01-25 12:37:23,450: +SERVICE [/camera/driver/set_parameters] /camera/nodelet_manager http://LYC-UP:39231/
[rosmaster.master][INFO] 2017-01-25 12:37:23,453: +PUB [/camera/driver/parameter_descriptions] /camera/nodelet_manager http://LYC-UP:39231/
[rosmaster.master][INFO] 2017-01-25 12:37:23,456: +PUB [/camera/driver/parameter_updates] /camera/nodelet_manager http://LYC-UP:39231/
